Id,SalePrice
1638,203658.7369324175
1639,186825.84502424303
1640,252553.2236294459
1641,188996.390026421
1642,217506.61806717864
1643,239609.83502789447
1644,234284.5931566957
1645,165279.804682065
1646,149716.53540205833
1647,169749.7917881533
1648,139363.1183151404
1649,122844.1312587335
1650,112949.08943634441
1651,122527.72629197672
1652,123190.09376614771
1653,122832.0537160243
1654,158968.9328507729
1655,160824.48589363173
1656,157369.23323763692
1657,160270.24126709453
1658,158012.0271960752
1659,139847.07559143633
1660,143752.41864103894
1661,395558.8284659343
1662,376647.07357327547
1663,353075.92304272635
1664,490640.99465094216
1665,315978.8736913073
1666,289757.28386466444
1667,329757.6804125016
1668,318143.46419816575
1669,287345.3169649863
1670,324031.8041634976
1671,237821.20090997822
1672,407520.8909262323
1673,293610.2052945132
1674,271617.06707444676
1675,185860.6969404597
1676,183464.86270964792
1677,206323.20837276714
1678,459177.2438425991
1679,334261.3550235529
1680,308535.13243676873
1681,260105.8844770922
1682,276732.85023990227
1683,206275.8430766689
1684,189923.83056714045
1685,174967.16979214482
1686,193502.81822447135
1687,180665.93077927077
1688,201988.96248707408
1689,199188.73424383948
1690,191701.24561890357
1691,182633.3223209389
1692,261039.27333924294
1693,180267.23581755464
1694,173521.8288832648
1695,179673.98709255533
1696,264408.52257994184
1697,179364.57684396883
1698,333694.6553754342
1699,306747.160007607
1700,224471.71670782397
1701,258628.2715654189
1702,284968.6475263059
1703,276472.44446071045
1704,282694.71792593756
1705,231898.35230897742
1706,414747.58925064496
1707,214020.2130968888
1708,211789.89755453722
1709,293758.5803730159
1710,234745.54735815522
1711,255446.85260775618
1712,273796.0727267055
1713,250927.10118273695
1714,219872.1314999774
1715,202049.18742807332
1716,199685.0346202153
1717,192272.91624465457
1718,147266.6168532082
1719,210199.51838400122
1720,259806.22902281638
1721,190028.40679183064
1722,131726.0467670661
1723,153845.414081886
1724,234467.5563139572
1725,222220.07128041514
1726,178335.93725548984
1727,173989.02360675385
1728,186866.06548726678
1729,157366.6967790013
1730,166396.14591628846
1731,124546.4032017368
1732,120616.46315452961
1733,110508.18980219457
1734,116293.11875801881
1735,120951.73760493318
1736,111976.36716718703
1737,285408.96990601474
1738,208462.56256108757
1739,327460.5092655484
1740,217218.88718630243
1741,183804.8512512545
1742,172622.18565662886
1743,185442.3210935355
1744,245763.25372821282
1745,218658.2322927644
1746,241984.62074681022
1747,203773.92560992893
1748,220632.3277453813
1749,144279.03069642684
1750,142778.25049828197
1751,229185.6856898436
1752,112542.4602628591
1753,159270.15979590014
1754,206672.76062081248
1755,158340.51813969604
1756,108726.94032555215
1757,108910.42775874362
1758,136683.81709178636
1759,150781.99037388898
1760,153322.935040712
1761,142209.86258517293
1762,159069.07556393568
1763,165358.04400427875
1764,111251.69112424277
1765,184295.16594833584
1766,161418.45340819843
1767,188795.39349943178
1768,119809.49732248117
1769,170853.8113770872
1770,134359.89425543655
1771,122319.23042880533
1772,130743.96673672907
1773,111118.75659088479
1774,169412.16642892794
1775,126430.42768991085
1776,120496.15476024161
1777,100907.23057571039
1778,126317.5343576674
1779,110629.3531109313
1780,174829.0859216083
1781,118937.57899144763
1782,87558.71345961283
1783,137012.43533087295
1784,96907.7983000772
1785,108233.69490588787
1786,145588.80112557588
1787,170551.21275026826
1788,63157.48601835019
1789,106299.59018718907
1790,81259.85067286014
1791,229219.27886474677
1792,148496.1803079521
1793,143530.8731796008
1794,149048.61512168936
1795,130165.5402144339
1796,122031.69374111317
1797,134577.78106311642
1798,115940.5463975728
1799,100332.82923278889
1800,115961.2026499835
1801,119161.80889989056
1802,162089.3107793769
1803,165471.24570185563
1804,132030.66324824735
1805,130101.06235781683
1806,140242.20731829145
1807,148389.5044152809
1808,124384.7187648027
1809,109034.72459219376
1810,128899.0081177741
1811,97918.74632668497
1812,101353.23784232099
1813,120667.18418243666
1814,96957.24066758169
1815,66763.0176416226
1816,95607.72374784837
1817,109249.91801486617
1818,137850.4498607308
1819,131441.0782531976
1820,78329.57196126171
1821,128024.68590447375
1822,162437.38435077886
1823,67260.90968422263
1824,130801.93757036299
1825,123288.0469569652
1826,102917.41290608354
1827,116747.81918177477
1828,120889.91487752527
1829,151741.86689802198
1830,147102.9882352399
1831,166241.08019861986
1832,124075.8372507354
1833,140105.77221724667
1834,133387.18799126838
1835,150431.69162939375
1836,140776.15405248248
1837,83763.1751722003
1838,124223.77109777527
1839,98147.56181761295
1840,122878.33107268893
1841,128663.62226574594
1842,102099.21644205294
1843,122991.15450520687
1844,142514.00861506592
1845,130761.31464392843
1846,144789.72836489885
1847,152789.63565714518
1848,62799.46793438185
1849,113710.74103990565
1850,116667.47545656622
1851,135800.59707923225
1852,115929.86158858238
1853,126871.0656944668
1854,174827.2743450237
1855,160422.96495238243
1856,211522.67890279074
1857,141792.617645955
1858,165100.7356512537
1859,141521.97426033905
1860,149541.45654992288
1861,140614.74907819022
1862,309587.6198161958
1863,309587.6198161958
1864,309587.6198161958
1865,317285.1242325396
1866,314245.2975384384
1867,260440.6497486129
1868,272982.53065473837
1869,202354.62279325476
1870,238992.405138893
1871,260043.59067651903
1872,171571.07007160963
1873,210477.96514568763
1874,132624.5326282868
1875,207234.5478262192
1876,187082.9091269979
1877,208809.9254904299
1878,212822.6641490698
1879,119824.40092746574
1880,130453.23497233832
1881,247076.0577529962
1882,260451.2899958258
1883,204716.79390073183
1884,214765.19464275375
1885,232427.6209768791
1886,266306.36558507837
1887,202984.94527849893
1888,271124.6169409104
1889,169165.02649719216
1890,113531.7273192564
1891,162689.1282803451
1892,99572.22518446267
1893,123285.48577762104
1894,133511.92443183876
1895,135253.41668639725
1896,112527.46911488097
1897,112038.75716569072
1898,117447.95500646778
1899,145288.11909942076
1900,136486.94602387532
1901,131175.43359403213
1902,127751.18003549529
1903,198550.19794639503
1904,117734.75387966014
1905,166957.4192618038
1906,139060.6521635656
1907,180389.57194704525
1908,139784.89632866855
1909,151397.88831584717
1910,147436.9176786657
1911,184137.17386401744
1912,270941.40611950535
1913,152178.28329511694
1914,81132.90248390527
1915,252280.97768784617
1916,66796.97362809007
1917,270441.770285457
1918,131926.1741309461
1919,160001.0429313665
1920,176135.36838114544
1921,358051.5980831451
1922,305523.5389699658
1923,206230.124601501
1924,203569.63454226084
1925,223661.36069548843
1926,346471.71719789744
1927,119780.7495800573
1928,156243.59916069818
1929,112058.3104517503
1930,142673.18045039024
1931,137266.9153847987
1932,143917.75108597687
1933,148713.71749995666
1934,179265.88972244383
1935,165843.75746572393
1936,179618.3486225256
1937,178495.93966672747
1938,163787.04956890288
1939,250459.5035764125
1940,207056.02948424453
1941,180898.2508761243
1942,176269.56292676044
1943,208575.03476003747
1944,305082.707337032
1945,326256.74282303825
1946,161590.78815587927
1947,285692.175799038
1948,157996.47447723235
1949,216365.99670238345
1950,180978.3765034033
1951,239845.39956640068
1952,216651.59359332337
1953,155986.25215587986
1954,208038.30579180573
1955,133822.7210267237
1956,315384.68334866245
1957,170537.24297706212
1958,292607.4141090689
1959,154222.02221579212
1960,105943.77205264267
1961,124686.42671703272
1962,123190.09376614771
1963,123214.46742053916
1964,120620.18726274095
1965,156243.17944542013
1966,162112.46659818635
1967,270885.9810614183
1968,372659.3285866057
1969,339257.62198225636
1970,404458.1211186315
1971,473660.5334203046
1972,345353.29916636157
1973,274855.5098365881
1974,297830.74646457395
1975,459575.2179431742
1976,264806.7045481277
1977,333420.94601330196
1978,353937.21262476227
1979,332338.91787914396
1980,205040.613583615
1981,324890.4962519744
1982,225423.44612333708
1983,225423.44612333708
1984,198327.48781620048
1985,227264.8236118381
1986,236227.23306775728
1987,195594.3137010747
1988,176268.84156289152
1989,203441.20803578512
1990,217540.34115568962
1991,206323.20837276714
1992,215135.54220351198
1993,185324.44025453267
1994,238215.75102584733
1995,198000.09990234286
1996,258434.97368365235
1997,326219.43193617265
1998,306659.3912109825
1999,227501.39568602445
2000,302538.35086214636
2001,249427.94382668033
2002,241903.46402586414
2003,273685.96929351264
2004,265096.46872606315
2005,234968.7586005248
2006,229182.6147155568
2007,275740.2936146072
2008,195554.90097390203
2009,185487.82616833804
2010,202173.87227515614
2011,149156.31024345505
2012,191207.02885343748
2013,173702.16974695126
2014,178536.19782055786
2015,194579.12204486417
2016,183706.52876799207
2017,196649.66941878595
2018,116297.88975031202
2019,122210.3666472079
2020,114102.78500144796
2021,110528.87547320794
2022,168344.35045763582
2023,149984.54717867755
2024,230306.71177109596
2025,356186.7553610347
2026,195312.9004785861
2027,160367.8624173522
2028,189078.80268917294
2029,173247.41002709747
2030,268776.3033189472
2031,243554.06612099556
2032,254392.11359913458
2033,260547.97825311814
2034,182765.79029309464
2035,207640.7942511706
2036,218264.42781509503
2037,219828.66701725434
2038,333864.7157635267
2039,209557.81113001544
2040,344240.2333236304
2041,232283.46342701826
2042,211539.61474442188
2043,165016.1746296842
2044,188362.80802078903
2045,194237.68608973533
2046,158965.8337048889
2047,138399.14139075467
2048,135879.3560500528
2049,166056.07961122054
2050,180315.65282570315
2051,103976.81068213073
2052,130847.88024777
2053,131292.0206925389
2054,87522.97539358158
2055,145476.1484464789
2056,132689.11287634194
2057,113484.79510272687
2058,190519.44027534447
2059,121539.66778111062
2060,143971.94409713394
2061,166354.63613576972
2062,118827.37220273714
2063,104719.59827109864
2064,129652.8726904085
2065,119053.57781216121
2066,168456.54826604333
2067,135205.73973291693
2068,165960.97645667812
2069,88656.92607939013
2070,105473.43772537142
2071,98383.84050123271
2072,154179.4368660495
2073,129089.32658042021
2074,185640.39711879593
2075,141080.64835864573
2076,115450.17174637016
2077,126436.1994103017
2078,117249.22879192901
2079,135604.91096103
2080,122117.5241283818
2081,128689.86091588237
2082,140996.69458245253
2083,141629.6857567507
2084,105356.89078799676
2085,121620.14307251213
2086,149095.68265966003
2087,141834.90342630033
2088,119946.56091516138
2089,95548.16748354935
2090,137558.04983560878
2091,104201.47332227975
2092,130794.24830546233
2093,122900.77122264664
2094,131152.45183436712
2095,140925.18510347026
2096,94675.80939152566
2097,97484.26487175269
2098,144785.69685732518
2099,65870.14051895106
2100,101937.97424480537
2101,136559.75356267704
2102,138156.57402440155
2103,105535.2046073637
2104,158837.32017716253
2105,114120.75257424879
2106,83338.19820830872
2107,209643.07249035727
2108,113995.42928112023
2109,117341.3387994334
2110,118975.84340607452
2111,151762.98469478142
2112,126517.84817613069
2113,123963.28701099013
2114,124701.09478407144
2115,151636.63509723812
2116,125344.25142748386
2117,145171.5859887382
2118,122615.8276821762
2119,115751.22514389866
2120,114793.36444682885
2121,97085.61562924356
2122,95317.92278534529
2123,104018.5874086254
2124,178558.222323427
2125,142245.4874987223
2126,162221.50241606645
2127,155992.42652832717
2128,126065.79702549338
2129,116109.67768910159
2130,134376.0001857533
2131,167834.75214496168
2132,123617.5444923137
2133,139155.75568950604
2134,117052.7682581174
2135,109159.9668664622
2136,79336.89889827337
2137,122913.50479487759
2138,128838.0517705941
2139,152191.5043881554
2140,128391.29873585136
2141,142438.82651280772
2142,121603.69292153974
2143,143914.67519979298
2144,120863.97777360928
2145,125376.17679811086
2146,143631.33200332563
2147,152512.361591928
2148,139608.16921389953
2149,137425.47710784795
2150,195710.25800363327
2151,127390.63923393552
2152,137957.07302558917
2153,137586.3488359202
2154,106425.31832882544
2155,140067.3627984893
2156,246661.43413886114
2157,216410.36852414315
2158,222857.2073906965
2159,216682.17255629908
2160,185177.39256441098
2161,273761.019732749
2162,397639.45374099765
2163,319803.58763699175
2164,247532.94351403698
2165,169291.33168771383
2166,143328.59538860514
2167,203526.22364909982
2168,185608.44849577665
2169,197753.68266208554
2170,211703.7208233106
2171,140137.6638648486
2172,137376.40937643434
2173,160491.74766769394
2174,240676.52974263387
2175,304604.66326886753
2176,284623.97916461184
2177,247483.7597521956
2178,225780.68124338778
2179,154693.74134356764
2180,235563.45568533344
2181,210211.22341946684
2182,243628.67320113722
2183,207331.5830271797
2184,121951.66288125842
2185,128535.73433972026
2186,153902.67803291435
2187,153218.65939578117
2188,162200.68973891254
2189,274221.7423492092
2190,88390.025012757
2191,88390.025012757
2192,86548.64666850115
2193,107004.87125744646
2194,104250.5237601279
2195,98853.37170300094
2196,103083.56301142409
2197,114967.76705407318
2198,143682.6751747127
2199,154065.38869210868
2200,119408.71408170025
2201,137723.0701400797
2202,166361.11945325223
2203,141122.66463528635
2204,146972.6859221094
2205,115913.63821684936
2206,126567.26302736398
2207,186428.94287934902
2208,208805.10928637083
2209,170003.05014067196
2210,139852.80604040387
2211,124348.74257385198
2212,132265.0646882252
2213,98977.27581620152
2214,134311.95534132153
2215,110191.26261641954
2216,143907.19357075862
2217,70147.01751595466
2218,90386.73397144543
2219,97224.36309483525
2220,85611.62056772597
2221,252808.41558376115
2222,226504.75325799652
2223,269121.5874446293
2224,225457.61856762954
2225,146793.51006428243
2226,164170.41955174782
2227,196050.9322583764
2228,263845.89266021736
2229,236124.3856652581
2230,152405.14018180282
2231,219669.93490215475
2232,183028.05624776293
2233,166222.24719675683
2234,229539.25552692
2235,204409.03406133823
2236,264778.6794917256
2237,311184.54829010635
2238,231671.0668804468
2239,132528.34918143565
2240,167947.75907143595
2241,136578.86974753177
2242,135002.73648202905
2243,129411.41998344816
2244,110514.59046672679
2245,102167.49073732208
2246,125607.54468744846
2247,123140.29729065913
2248,117679.77979718546
2249,124677.64416652903
2250,131845.88460842546
2251,118037.4702466496
2252,176880.87227562565
2253,159741.28766135214
2254,171570.32772062195
2255,185466.96594784563
2256,186567.63606132646
2257,211182.08508344088
2258,181126.80928927107
2259,176753.94220127232
2260,148872.13790531416
2261,195560.70827675058
2262,211905.4699848567
2263,308137.2219922924
2264,411734.19004240166
2265,169708.7310679786
2266,274108.4034645272
2267,323682.78950046556
2268,375837.0822814376
2269,165846.2016471377
2270,182532.1364715854
2271,208173.96200723117
2272,196658.68208087492
2273,159013.60378911506
2274,172904.39500614707
2275,162696.48712203308
2276,178592.46075053024
2277,177837.64549492497
2278,153606.20218051592
2279,124959.42302606977
2280,101601.44230565972
2281,181638.4118785307
2282,180266.5613604314
2283,127039.21460923504
2284,133681.98268204625
2285,150456.4675509528
2286,117770.67015825691
2287,321441.54506425007
2288,281474.31788027665
2289,332757.8218477627
2290,406253.96035691566
2291,313916.1418769004
2292,386020.6937502383
2293,431237.2657832545
2294,395869.586354077
2295,435375.1770886886
2296,285954.61889509164
2297,276805.23284650635
2298,321519.33124275116
2299,376686.1175822965
2300,306577.8229464515
2301,257458.7241382338
2302,247602.2987983079
2303,258788.60635496106
2304,274485.35180278966
2305,186909.35396082528
2306,186909.35396082528
2307,186337.97698428776
2308,244723.3528369177
2309,269488.70962686295
2310,223391.65187083307
2311,206275.8430766689
2312,175294.16744907896
2313,177529.13783877826
2314,188488.46066960608
2315,175730.76921637089
2316,198992.28669657404
2317,182758.59297104282
2318,177182.26000165305
2319,191571.5551052773
2320,197905.04729025107
2321,259460.3373050484
2322,198004.69047865056
2323,181231.35670170048
2324,180267.23581755464
2325,218869.63684188895
2326,180482.8681271703
2327,215607.5582193989
2328,217470.42822098694
2329,184484.3008417451
2330,182958.94997969602
2331,337084.98089637805
2332,401875.64898402843
2333,319939.70687684993
2334,262795.2308464753
2335,251343.22851530905
2336,313609.8952654585
2337,208095.71435352112
2338,266110.8711605901
2339,240976.1786433883
2340,382366.6235055552
2341,215900.44574855184
2342,240572.70093354885
2343,218404.87435345093
2344,242808.71792516872
2345,273941.4350651897
2346,226027.7846064665
2347,204740.8065269381
2348,235713.816254464
2349,161821.93435370707
2350,264884.44313907117
2351,247926.0504367325
2352,277214.82888499973
2353,252806.63391842763
2354,145554.53504298962
2355,162305.69041303417
2356,155386.4663440788
2357,215793.19716610905
2358,185896.8542828309
2359,138391.43417082104
2360,118546.76966035453
2361,132402.0921095796
2362,248280.89663266414
2363,133857.41708454504
2364,159438.9604711638
2365,226065.0510607433
2366,208776.44207521225
2367,243334.60673238282
2368,204980.5946506151
2369,243717.11094852962
2370,171305.36603601952
2371,175243.85681724088
2372,200881.35144032002
2373,252348.10086000335
2374,279199.4123324043
2375,230659.2411431655
2376,262701.8027259034
2377,316090.62896225735
2378,146761.2022002267
2379,201463.6931849668
2380,145632.73381765105
2381,159162.6758660444
2382,194999.71446680365
2383,212731.52603218853
2384,222496.6684329172
2385,143344.38265071934
2386,130745.96326528584
2387,128906.47444606712
2388,119733.31652111752
2389,123957.80884144113
2390,130693.3961110459
2391,125608.32431912182
2392,110631.46249344743
2393,163416.73445534112
2394,139720.33565275074
2395,189765.65439744145
2396,145054.05286668555
2397,187455.4841684562
2398,125112.64635382214
2399,73200.0161883218
2400,70341.51175616618
2401,116506.01714086682
2402,118590.28380516211
2403,171486.34986205
2404,133782.65422285305
2405,151788.755608844
2406,133977.2170313927
2407,113642.31480172217
2408,130411.76174760208
2409,121807.02403878864
2410,177006.40096515385
2411,110435.19717430718
2412,135409.83974920207
2413,122662.4151529535
2414,130228.71998723301
2415,150722.0765454856
2416,129933.23545596274
2417,124842.83493400739
2418,121827.7767847799
2419,118999.09306498634
2420,110081.82129909849
2421,123965.66004718549
2422,108880.14541945946
2423,103311.70287600739
2424,153838.0066146807
2425,229654.1650499913
2426,121320.65028585031
2427,111130.10392169806
2428,170587.2296521081
2429,110754.54858003948
2430,128315.69207239724
2431,117395.45630545256
2432,128200.07175409266
2433,122030.32626555824
2434,126358.32895761453
2435,133189.0724028456
2436,103558.36839596588
2437,110175.52177852593
2438,112803.23192882897
2439,120120.99046962257
2440,133212.60544635475
2441,105174.5632410365
2442,112072.76147524947
2443,117664.69662216591
2444,123545.87768830579
2445,89680.73224859056
2446,118844.01824950411
2447,191680.19206476572
2448,131962.7637648299
2449,111187.40528604774
2450,151897.21121946687
2451,125166.59740807749
2452,191826.4610904034
2453,93600.9719724622
2454,113706.56932951265
2455,114880.35434797776
2456,120859.6296824487
2457,120808.47824613539
2458,118174.91252463905
2459,103296.54654467682
2460,139464.61740535378
2461,113187.82793714466
2462,128390.57716321356
2463,118688.08687213226
2464,170493.29153705307
2465,132203.4148624999
2466,121150.69771115147
2467,157262.9746205282
2468,98898.24063814014
2469,105146.25666304945
2470,184605.18305938022
2471,187972.33815543342
2472,168266.0889289304
2473,115948.83659753675
2474,99703.79365107548
2475,207009.87675864552
2476,118629.9255711536
2477,115776.267301364
2478,156523.54959849472
2479,115525.58979420061
2480,136307.1345640144
2481,119563.86444918542
2482,129089.26850775738
2483,113952.0338031486
2484,126116.59312334105
2485,114165.93924562092
2486,141777.60512852186
2487,180818.79437164092
2488,149844.81660797994
2489,159829.73602354847
2490,133171.56800615243
2491,98852.28662425918
2492,176949.41223810893
2493,139093.62382590226
2494,145576.63354735592
2495,102516.20165552913
2496,220273.0255803108
2497,143034.9102837832
2498,108947.84974290163
2499,101321.78266098461
2500,126329.20263132716
2501,126110.60245632689
2502,137871.47375913235
2503,101061.19006211367
2504,183659.26858938148
2505,213198.29361592856
2506,277420.1319731119
2507,334115.56923645444
2508,277420.1319731119
2509,240322.743165751
2510,240064.8758197197
2511,198437.44761005195
2512,212626.38966636037
2513,203687.71625848184
2514,224025.75649205616
2515,146634.82387129683
2516,163474.12845871536
2517,132264.2961024326
2518,137930.07427823
2519,214425.28391420818
2520,203409.41604339547
2521,202037.97197467106
2522,212497.3930857422
2523,126494.03555686072
2524,131492.50330797303
2525,132501.69090031402
2526,137763.92633435962
2527,118809.8996123265
2528,126455.01159192789
2529,133184.76051307013
2530,118946.75937613858
2531,226783.89169008983
2532,221006.61437090294
2533,205426.17461291273
2534,234571.58761805695
2535,293240.45289256156
2536,221204.1085952946
2537,222146.25381294082
2538,194181.87479100956
2539,192215.85102106203
2540,184629.78526570235
2541,193434.50482037733
2542,161118.0357108901
2543,116071.58844411059
2544,119207.28315250436
2545,123134.50210499886
2546,148082.6469639718
2547,148368.90940732424
2548,164034.5634570013
2549,156595.14444552013
2550,1268432.5400096285
2551,162330.1044446794
2552,124174.90144557496
2553,88390.025012757
2554,106310.57362209342
2555,117065.19781680215
2556,94180.06738425583
2557,106002.33320003195
2558,143480.67643188994
2559,122946.46294258616
2560,130617.85400904441
2561,135588.35395416376
2562,121467.8144629165
2563,134921.02262381001
2564,171827.362263883
2565,117397.15657400036
2566,128198.62180716224
2567,121615.89120398514
2568,170820.55923135596
2569,168496.03091960397
2570,140385.28728369155
2571,168394.29810691994
2572,187564.92414784766
2573,203684.26567458853
2574,284912.3507532253
2575,132264.67310201944
2576,121745.71310587738
2577,146751.98602320545
2578,96854.08946913667
2579,70322.16639840526
2580,127947.819253186
2581,122882.50905385203
2582,118585.0769496076
2583,249224.0694403366
2584,159248.62943952729
2585,184311.08122559325
2586,210395.9767626373
2587,202252.50170751044
2588,142962.08507436363
2589,146520.71724636835
2590,200768.16514780867
2591,203422.1520440381
2592,232633.30792504465
2593,244321.77256247148
2594,180860.0527973729
2595,216196.3881510089
2596,298945.95261080447
2597,189258.20360150366
2598,251310.87891868377
2599,358792.2430345426
2600,148139.8644766543
2601,158003.63213904633
2602,104937.18570208811
2603,101649.8719691121
2604,95543.08167365345
2605,106833.33575573738
2606,134625.58838598963
2607,164413.980993977
2608,173448.1921757942
2609,142586.5759063501
2610,102031.31359538286
2611,130944.35083214716
2612,150491.23379508403
2613,117679.77979718546
2614,121290.1572556508
2615,145579.21187713556
2616,125557.58080997682
2617,181242.48944369325
2618,162387.41324701434
2619,213061.42831769073
2620,172515.091760039
2621,176068.8680012262
2622,182435.95417868163
2623,254976.17466363826
2624,287054.4248631569
2625,327573.54177937936
2626,164292.0739196246
2627,196444.2127384219
2628,372896.21682329517
2629,482628.17494938814
2630,336968.33487712726
2631,437053.9214867721
2632,371677.6834206192
2633,283253.039956221
2634,340522.9669009
2635,154168.64113336953
2636,193787.65896678183
2637,166808.23329102065
2638,242826.2989450726
2639,179012.77589545236
2640,148501.43484810126
2641,113742.45643287792
2642,189579.98396196717
2643,137880.5557831082
2644,138464.57774165165
2645,124132.63543049578
2646,121570.34043716782
2647,126522.41745726233
2648,147035.37297845964
2649,134324.04275200094
2650,149156.11361975467
2651,156881.37392808957
2652,382985.519616373
2653,270952.7847453198
2654,259755.18025828665
2655,332231.82264173595
2656,315981.50150087074
2657,305720.2821958044
2658,273070.2595875152
2659,298583.97065199487
2660,318887.6027865267
2661,320977.3740643162
2662,316536.01569560537
2663,280480.7253493465
2664,268039.6648430488
2665,308482.8764464807
2666,280053.60504444136
2667,173130.23525626623
2668,193066.90091492914
2669,183853.02035662052
2670,295041.6698612933
2671,193066.90091492914
2672,202592.479166451
2673,210394.57171725872
2674,214262.88492086125
2675,188240.33272457914
2676,199865.3140723285
2677,195110.54285198794
2678,261968.02613121818
2679,265164.207238619
2680,287394.0503182825
2681,385464.5783343658
2682,323348.6136624773
2683,450598.52142658015
2684,304462.3594361333
2685,328216.69269380317
2686,253638.78347582777
2687,279276.55154784414
2688,238753.65136337056
2689,219880.77716860035
2690,396962.6361897433
2691,189185.70349556205
2692,146971.19857273143
2693,209386.7755664799
2694,146681.40352542436
2695,205992.4007127896
2696,198468.26397905
2697,191782.2022558206
2698,178626.79136969827
2699,178411.03020921999
2700,166386.1255766578
2701,158484.98321093209
2702,126292.44021936883
2703,157424.36759148276
2704,145317.59638674292
2705,116829.2386973839
2706,114579.65682184916
2707,122967.44290310639
2708,118608.37279481202
2709,103633.12956683213
2710,115456.67258627435
2711,264803.9310264211
2712,333192.3976430365
2713,191823.3682669585
2714,176454.4195850599
2715,173228.7872260056
2716,168430.21658205293
2717,180218.18987066136
2718,240861.01339540308
2719,138414.71353073078
2720,173368.5727545539
2721,131786.9654197415
2722,152693.36497414837
2723,152473.03787583913
2724,113897.57035163898
2725,120065.04557233262
2726,126608.49155192685
2727,164418.03622075514
2728,160780.40481229228
2729,135225.10232005574
2730,126413.42979370015
2731,109639.61588321811
2732,110539.3958572084
2733,154921.41632184252
2734,138637.75688988488
2735,118669.14435546917
